year,round,institute_name,academic_program_name,quota,seat_type,gender_pool,opening_rank,closing_rank,is_preparatory
2026,5,Indian Institute  of Technology Delhi,"Chemistry (4 Years, Bachelor of Science)",AI,ST,Female-only (including Supernumerary),1721,1721,False
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,179,4901,False
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),8994,10332,False
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,28,28,True
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),326,326,True
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,684,813,False
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1946,2132,False
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,78,78,True
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1510,2318,False
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3574,5414,False
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,44,44,True
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,126,1156,False
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2054,2274,False
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,30,30,True
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,71,164,False
2026,5,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),360,566,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,35,128,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),266,733,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,8,9,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,24,35,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),101,101,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,4,4,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Female-only (including Supernumerary),11,11,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,53,108,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),307,375,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,6,6,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,30,62,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),199,232,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,13,28,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),42,59,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,132,212,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),741,767,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),Gender-Neutral,16,16,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),Female-only (including Supernumerary),104,104,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,38,50,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),280,280,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,109,166,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),457,563,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,65,89,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),400,400,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC (PwD),Gender-Neutral,1,1,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,31,37,False
2026,5,Indian Institute  of Technology Delhi,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Female-only (including Supernumerary),157,157,False
2026,5,Indian Institute  of Technology Delhi,"Design (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4492,12730,False
2026,5,Indian Institute  of Technology Delhi,"Design (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15429,16295,False
2026,5,Indian Institute  of Technology Delhi,"Design (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3434,3628,False
2026,5,Indian Institute  of Technology Delhi,"Design (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3916,5459,False
2026,5,Indian Institute  of Technology Delhi,"Design (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5238,5238,False
2026,5,Indian Institute  of Technology Delhi,"Design (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1448,2018,False
2026,5,Indian Institute  of Technology Delhi,"Design (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4442,4442,False
2026,5,Indian Institute  of Technology Delhi,"Design (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1856,1856,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,428,612,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1519,1974,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,63,70,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),145,145,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,94,166,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),493,528,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,325,425,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1015,1238,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,28,28,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,124,196,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),568,597,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,102,139,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),97,135,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,10,10,True
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,637,823,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1982,2406,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,80,80,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,172,195,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),912,912,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,289,524,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1270,1965,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,105,105,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,227,281,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),691,704,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,154,181,False
2026,5,Indian Institute  of Technology Delhi,"Electrical Engineering (Power and Automation) (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),370,370,False
2026,5,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2357,2965,False
2026,5,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),7056,7662,False
2026,5,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,182,182,False
2026,5,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,433,610,False
2026,5,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1730,1730,False
2026,5,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1406,1821,False
2026,5,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4115,4249,False
2026,5,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,529,875,False
2026,5,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2829,2829,False
2026,5,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,464,524,False
2026,5,Indian Institute  of Technology Delhi,"Energy Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),884,884,False
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,851,1107,False
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2458,2740,False
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),399,399,True
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,300,321,False
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),997,997,False
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,578,783,False
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1996,2020,False
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,95,95,False
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,308,454,False
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1193,1193,False
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,229,256,False
2026,5,Indian Institute  of Technology Delhi,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),842,842,False
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1614,2435,False
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5534,6657,False
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,236,236,False
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,489,636,False
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1532,1532,False
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,764,1679,False
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3036,4968,False
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,24,24,True
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,575,1008,False
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1678,2095,False
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,514,580,False
2026,5,Indian Institute  of Technology Delhi,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1124,1124,False
2026,5,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2700,3706,False
2026,5,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9468,9547,False
2026,5,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,805,833,False
2026,5,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1959,1959,False
2026,5,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1952,2359,False
2026,5,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5532,5611,False
2026,5,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1195,1276,False
2026,5,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2455,2455,False
2026,5,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,835,844,False
2026,5,Indian Institute  of Technology Delhi,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1048,1048,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,137,338,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),729,1090,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,19,19,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),113,113,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,58,77,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),185,278,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,131,199,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),661,956,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,36,36,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8,115,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),310,458,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,13,13,True
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,34,67,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),197,197,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,3,3,True
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,341,403,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),1168,1937,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),Gender-Neutral,35,35,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,80,92,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Female-only (including Supernumerary),399,399,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,200,247,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),981,1135,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,100,129,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),504,504,False
2026,5,Indian Institute  of Technology Delhi,"Mathematics and Computing (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,107,151,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,861,2205,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4655,5955,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,11,11,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,331,428,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1258,1342,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,33,33,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,811,1090,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2792,3321,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,102,102,True
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,319,667,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1250,1569,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,177,333,False
2026,5,Indian Institute  of Technology Delhi,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),614,614,False
2026,5,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2235,3402,False
2026,5,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6374,8445,False
2026,5,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,160,160,False
2026,5,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,479,782,False
2026,5,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1501,1960,False
2026,5,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1325,2207,False
2026,5,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4726,5756,False
2026,5,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,963,1180,False
2026,5,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2309,2684,False
2026,5,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,572,766,False
2026,5,Indian Institute  of Technology Delhi,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1037,1037,False
2026,5,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5007,6580,False
2026,5,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10707,12984,False
2026,5,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,212,212,True
2026,5,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1067,1264,False
2026,5,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2592,2742,False
2026,5,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2559,3313,False
2026,5,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5659,6765,False
2026,5,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1291,1775,False
2026,5,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3142,3546,False
2026,5,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,934,1189,False
2026,5,Indian Institute  of Technology Delhi,"Textile Technology (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1341,1341,False
2026,5,Indian Institute  of Technology Indore,"Applied and Industrial Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,12653,15409,False
2026,5,Indian Institute  of Technology Indore,"Applied and Industrial Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),20499,22724,False
2026,5,Indian Institute  of Technology Indore,"Applied and Industrial Chemistry (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,2400,2460,False
